district,mae,rmse
Hamirpur,901.3326416015625,1251.315507775717
Mahendragarh,902.0840454101562,1111.8179931985271
Aurangabad,902.744140625,1125.9820158421714
Gumla,906.4754638671875,1153.236153179391
Auraiya,906.6716918945312,1201.1595439407706
Jehanabad,908.4674072265625,1050.3405400154752
Davanagere,912.156005859375,1141.9091469990071
Simdega,912.45556640625,1063.8426222895941
Dakshina Kannada,917.787353515625,1347.2745637025885
Rajsamand,921.5148315429688,1175.9454706745546
Hazaribagh,922.3165283203125,1252.222524154553
Lalitpur,923.2311401367188,1217.187947689263
Yamunanagar,923.2639770507812,1152.8854019372436
Bokaro,925.0571899414062,1197.1646712127786
Kolar,928.954833984375,1323.5824492641175
Rupnagar,932.6741333007812,1177.14585969624
Bhind,932.7645263671875,1318.8462761065066
Karauli,938.191162109375,1208.0127793198217
Kaushambi,940.4366455078125,1264.6590449603402
Pithoragarh,941.0637817382812,1148.078340097051
Kota,942.0055541992188,1173.7918256658631
Narmada,942.937744140625,1078.1509634554893
Karaikal,943.5821533203125,984.5045073538262
Panipat,945.585693359375,1149.793459713526
Ramgarh,949.4537963867188,1072.5964991552041
Hisar,951.41357421875,1275.0867617538815
Idukki,953.2684326171875,1207.8009976813232
Tapi,956.848388671875,1193.6376125105978
Porbandar,957.9232177734375,1004.6442156305883
The Nilgiris,958.4219360351562,1200.899350486959
Sonbhadra,958.480224609375,1296.530321666254
Sidhi,963.158447265625,1295.105497633301
Uttarkashi,963.4107666015625,1157.8969621689143
Jhajjar,964.01611328125,1133.9414667433236
Shajapur,964.1036376953125,1259.6717330320625
Godda,964.9317626953125,1192.7215727067235
Palwal,966.000244140625,1290.3584773232592
Etah,969.7840576171875,1221.8710038297822
Lohardaga,969.9424438476562,1069.4579818768009
Doda,970.66259765625,1158.708278644802
North Tripura,972.176513671875,1083.659886680318
Barpeta,972.400146484375,1415.6037139680018
Jammu,972.90869140625,1192.7421661868084
Banda,973.7158203125,1348.1885068490978
Kupwara,973.9768676757812,1156.2926208360927
Dungarpur,977.1876220703125,1322.7412823375553
Chandauli,983.9037475585938,1278.9369609171517
Jalaun,984.6408081054688,1311.66144641062
Navsari,984.8228759765625,1205.7179396525542
Damoh,985.1776733398438,1347.6388147422883
Bundi,985.2514038085938,1293.1828950307067
Jind,989.5850219726562,1135.824590330743
Baghpat,990.0158081054688,1280.1016561195443
Mainpuri,990.2802734375,1381.9922213963434
Ambedkar Nagar,991.3768310546875,1359.2419302684862
Anuppur,992.219482421875,1152.5622542839064
