step,enrol_total_national_total,bio_total_national_total,bio_age5_ratio_national_total,enrol_minor_ratio_national_total,enrol_adult_ratio_national_total,bio_dependency_national_total,enrol_growth_pct_national_total
+1,1.9685633182525635,1.8933476209640503,2.34403657913208,1.7990068197250366,2.81500506401062,1.2805461883544922,0.33361655473709106
+2,1.5647118091583252,0.5221756100654602,2.2441799640655518,1.6274793148040771,3.012829303741455,2.1966445446014404,0.33948424458503723
+3,1.4573585987091064,1.738349199295044,1.6168125867843628,1.3597092628479004,2.8022634983062744,1.76462984085083,0.20496782660484314
+4,1.7779545783996582,1.3704819679260254,2.438387155532837,1.0877506732940674,2.7363643646240234,1.4290378093719482,0.2485889494419098
+5,1.2823424339294434,1.0864338874816895,1.7210452556610107,1.1385948657989502,2.6170129776000977,1.9069759845733643,0.45999786257743835
+6,1.1783846616744995,0.4154285490512848,1.4398977756500244,0.9419763088226318,2.502056121826172,1.7375659942626953,0.39792686700820923
