,Adilabad,Agra,Ahmadabad,Ahmadnagar,Aizawl,Ajmer,Akola,Alappuzha,Aligarh,Alirajpur,Almora,Alwar,Ambala,Ambedkar Nagar,Amravati,Amreli,Amritsar,Anand,Anantnag,Anjaw,Anugul,Anuppur,Araria,Ariyalur,Arwal,Ashoknagar,Auraiya,Aurangabad,Azamgarh,Bagalkot,Bageshwar,Baghpat,Bahraich,Baksa,Balaghat,Balangir,Baleshwar,Ballia,Balrampur,Banas Kantha,Banda,Banka,Bankura,Banswara,Bara Banki,Baramula,Baran,Barddhaman,Bareilly,Bargarh,Barmer,Barnala,Barpeta,Barwani,Bastar,Basti,Bathinda,Begusarai,Betul,Bhadrak,Bhagalpur,Bhandara,Bharatpur,Bharuch,Bhavnagar,Bhilwara,Bhind,Bhiwani,Bhojpur,Bhopal,Bidar,Bijapur,Bijnor,Bikaner,Bilaspur,Birbhum,Bishnupur,Bokaro,Bongaigaon,Budaun,Bulandshahr,Buldana,Bundi,Burhanpur,Buxar,Cachar,Central,Chamba,Chamoli,Champawat,Champhai,Chamrajnagar,Chandauli,Chandel,Chandigarh,Chandrapur,Changlang,Chatra,Chennai,Chhatarpur,Chhindwara,Chikkaballapura,Chikmagalur,Chirang,Chitradurga,Chitrakoot,Chittaurgarh,Chittoor,Churachandpur,Churu,Coimbatore,Cuddalore,Cuttack,Dadra & Nagar Haveli,Dakshin Bastar Dantewada,Dakshina Kannada,Damoh,Darbhanga,Darrang,Datia,Dausa,Davanagere,Debagarh,Dehradun,Deoghar,Deoria,Dewas,Dhalai,Dhamtari,Dhanbad,Dhar,Dharmapuri,Dharwad,Dhemaji,Dhenkanal,Dhubri,Dhule,Dibang Valley,Dibrugarh,Dima Hasao,Dimapur,Dindigul,Dindori,Diu,Doda,Dumka,Dungarpur,Durg,East,East Garo Hills,East Godavari,East Kameng,East Khasi Hills,East Siang,Ernakulam,Erode,Etah,Etawah,Faridabad,Faridkot,Farrukhabad,Fatehabad,Fatehgarh Sahib,Fatehpur,Firozabad,Gadag,Gajapati,Ganderbal,Gandhinagar,Ganganagar,Ganjam,Garhchiroli,Garhwa,Gautam Buddha Nagar,Gaya,Ghaziabad,Ghazipur,Giridih,Goalpara,Godda,Golaghat,Gonda,Gondiya,Gopalganj,Gorakhpur,Gumla,Guna,Guntur,Gurdaspur,Gwalior,Hailakandi,Hamirpur,Hanumangarh,Harda,Hardoi,Hardwar,Hassan,Haveri,Hazaribagh,Hingoli,Hisar,Hoshiarpur,Hyderabad,Idukki,Imphal East,Imphal West,Indore,Jabalpur,Jagatsinghapur,Jaintia Hills,Jaipur,Jaisalmer,Jajapur,Jalandhar,Jalaun,Jalgaon,Jalna,Jalor,Jalpaiguri,Jammu,Jamnagar,Jamtara,Jamui,Janjgir-Champa,Jashpur,Jaunpur,Jehanabad,Jhabua,Jhajjar,Jhalawar,Jhansi,Jharsuguda,Jhunjhunun,Jind,Jodhpur,Jorhat,Junagadh,Kachchh,Kaimur (Bhabua),Kaithal,Kalahandi,Kamrup,Kancheepuram,Kandhamal,Kangra,Kannauj,Kanniyakumari,Kannur,Kanpur Dehat,Kanpur Nagar,Kapurthala,Karaikal,Karauli,Karbi Anglong,Kargil,Karimganj,Karimnagar,Karnal,Karur,Kasaragod,Kathua,Katihar,Katni,Kaushambi,Kendrapara,Kendujhar,Khagaria,Khammam,Kheda,Kheri,Khordha,Khunti,Kinnaur,Kiphire,Kishanganj,Kishtwar,Kodagu,Kodarma,Kohima,Kokrajhar,Kolar,Kolasib,Kolhapur,Kolkata,Kollam,Koppal,Koraput,Korba,Koriya,Kota,Kottayam,Kozhikode,Krishna,Krishnagiri,Kulgam,Kullu,Kupwara,Kurnool,Kurukshetra,Kurung Kumey,Kushinagar,Lakhimpur,Lakhisarai,Lakshadweep,Lalitpur,Latehar,Latur,Lawangtlai,Leh (Ladakh),Lohardaga,Lohit,Longleng,Lower Dibang Valley,Lower Subansiri,Lucknow,Ludhiana,Lunglei,Madhepura,Madhubani,Madurai,Maharajganj,Mahasamund,Mahbubnagar,Mahendragarh,Mahesana,Mahoba,Mainpuri,Malappuram,Maldah,Malkangiri,Mamit,Mandi,Mandla,Mandsaur,Mandya,Mansa,Marigaon,Mathura,Mau,Mayurbhanj,Medak,Meerut,Mirzapur,Moga,Mokokchung,Mon,Moradabad,Morena,Muktsar,Mumbai,Munger,Murshidabad,Muzaffarnagar,Muzaffarpur,Nabarangapur,Nadia,Nagaon,Nagappattinam,Nagaur,Nagpur,Nainital,Nalanda,Nalbari,Nalgonda,Namakkal,Nanded,Nandurbar,Narayanpur,Narmada,Nashik,Navsari,Nawada,Nayagarh,Neemuch,New Delhi,Nicobar,Nizamabad,North,North & Middle Andaman,North 24 Parganas,North Goa,North Tripura,Nuapada,Pakur,Palakkad,Palamu,Pali,Palwal,Panch Mahals,Panchkula,Panipat,Panna,Papum Pare,Parbhani,Pashchim Champaran,Pashchim Medinipur,Pashchimi Singhbhum,Patan,Pathanamthitta,Patiala,Patna,Perambalur,Peren,Phek,Pilibhit,Pithoragarh,Porbandar,Prakasam,Pratapgarh,Puducherry,Pudukkottai,Pulwama,Punch,Pune,Purba Champaran,Purba Medinipur,Purbi Singhbhum,Puri,Puruliya,Rae Bareli,Raichur,Raigarh,Raipur,Raisen,Rajgarh,Rajkot,Rajnandgaon,Rajouri,Rajsamand,Ramanagara,Ramanathapuram,Ramban,Ramgarh,Ranchi,Rangareddy,Ratlam,Ratnagiri,Rayagada,Reasi,Rewa,Rewari,Ri Bhoi,Rohtak,Rohtas,Rudraprayag,Rupnagar,Sabar Kantha,Sagar,Saharanpur,Saharsa,Sahibganj,Sahibzada Ajit Singh Nagar,Saiha,Salem,Samastipur,Samba,Sambalpur,Sangli,Sangrur,Sant Kabir Nagar,Sant Ravi Das Nagar(Bhadohi),Saraikela-Kharsawan,Satara,Satna,Sawai Madhopur,Sehore,Senapati,Seoni,Serchhip,Shahdol,Shahid Bhagat Singh Nagar,Shahjahanpur,Shajapur,Sheikhpura,Sheohar,Sheopur,Shimla,Shivpuri,Siddharth Nagar,Sidhi,Sikar,Simdega,Sindhudurg,Singrauli,Sirmaur,Sirohi,Sirsa,Sitamarhi,Sitapur,Sivaganga,Sivasagar,Siwan,Solan,Solapur,Sonbhadra,Sonipat,Sonitpur,South,South 24 Parganas,South Andaman,South Garo Hills,South Goa,South Tripura,Sri Potti Sriramulu Nellore,Srikakulam,Srinagar,Subarnapur,Sultanpur,Sundargarh,Supaul,Surat,Surendranagar,Surguja,Tamenglong,Tapi,Tarn Taran,Tawang,Tehri Garhwal,Thane,Thanjavur,The Dangs,The Nilgiris,Theni,Thiruvallur,Thiruvananthapuram,Thiruvarur,Thoothukkudi,Thoubal,Thrissur,Tikamgarh,Tinsukia,Tirap,Tiruchirappalli,Tirunelveli,Tiruppur,Tiruvannamalai,Tonk,Tuensang,Tumkur,Udaipur,Udalguri,Udham Singh Nagar,Udhampur,Udupi,Ujjain,Ukhrul,Umaria,Una,Unnao,Upper Siang,Upper Subansiri,Uttar Bastar Kanker,Uttara Kannada,Uttarkashi,Vadodara,Vaishali,Valsad,Varanasi,Vellore,Vidisha,Viluppuram,Virudunagar,Visakhapatnam,Vizianagaram,Warangal,Wardha,Washim,Wayanad,West,West Garo Hills,West Godavari,West Kameng,West Khasi Hills,West Tripura,Wokha,Yadgir,Yamunanagar,Yanam,Yavatmal,Zunheboto
Adilabad,1.0,-0.0022943977,-0.0033234672,-0.0044260966,0.0,-0.0024536275,-0.0041446504,0.0,0.0,-0.003628697,0.0,-0.002143987,0.0,-0.0022422415,-0.004006521,-0.0036712994,0.0,-0.0034446595,0.0,0.0,-0.0033402846,-0.0033099547,0.0,-0.0038526128,-0.0023042436,-0.002974802,-0.0023631777,-0.00397459,-0.0023037517,-0.0045355153,0.0,0.0,0.0,0.0,-0.0037187026,-0.0038453038,-0.002689489,-0.0022206733,0.0,-0.002804931,-0.002659753,0.0,-0.0022829156,-0.0032433916,-0.0022062531,0.0,-0.0028794846,0.0,0.0,-0.0036545754,0.0,0.0,0.0,-0.003820821,-0.0041591153,-0.002144263,0.0,0.0,-0.003796797,-0.0028780748,0.0,-0.0039252876,-0.0022419258,-0.0036838152,-0.0036328898,-0.002676975,-0.0024420668,0.0,-0.0022549992,-0.0033057583,-0.004629521,-0.0046829986,0.0,0.0,-0.0031999268,0.0,0.0,-0.002420468,0.0,0.0,0.0,-0.0042167646,-0.0027297607,-0.0039773732,-0.0023194114,0.0,0.0,0.0,0.0,0.0,0.0,-0.003994111,-0.002534537,0.0,0.0,-0.0041981167,0.0,-0.0025265499,-0.0043992824,-0.0028764198,-0.0036905701,-0.0044549536,-0.004209254,0.0,-0.0044440976,-0.0026981402,-0.0028737062,-0.0045079594,0.0,0.0,-0.003604853,-0.0039784163,-0.0032434901,-0.004138192,-0.0043575517,-0.0040143616,-0.0031668225,0.0,0.0,-0.002606231,-0.0023413275,-0.0044109137,-0.0032410647,0.0,0.0,-0.0021155532,-0.0035357988,0.0,-0.0039648023,-0.0022755906,-0.003587356,-0.0041097132,-0.0044012093,0.0,-0.0032018663,0.0,-0.0040207086,0.0,0.0,0.0,0.0,0.0,-0.0033914582,-0.0037794444,0.0,0.0,-0.0031174156,-0.0038513953,0.0,0.0,-0.0045755,0.0,0.0,0.0,0.0,-0.0038881327,-0.0021578283,-0.002345435,0.0,0.0,-0.00215841,0.0,0.0,-0.0025291918,-0.0022432571,-0.004486468,-0.0039865025,0.0,-0.003154521,0.0,-0.0037559506,-0.0042312257,-0.002745059,0.0,-0.0023804337,0.0,-0.0023612608,-0.0022506993,0.0,0.0,0.0,-0.002125489,-0.0039081033,0.0,-0.0021152399,-0.0028773737,-0.0030019456,-0.0047575394,0.0,-0.0025664193,0.0,-0.002289518,0.0,-0.0036955436,-0.0021601147,0.0,-0.0041578184,-0.0043837926,-0.002473185,-0.004431794,0.0,0.0,-0.004710076,0.0,0.0,0.0,-0.0035218995,-0.0033303932,-0.0031200699,0.0,-0.0022943295,0.0,-0.0030181662,0.0,-0.0025209524,-0.004103205,-0.004388761,-0.0025402552,0.0,0.0,0.0,0.0,0.0,-0.0035403203,-0.0030838095,-0.0024436037,-0.0022507932,-0.003440952,0.0,-0.0030732749,-0.0026945837,-0.0033535648,0.0,0.0,0.0,0.0,-0.0035867053,0.0,-0.0025221757,0.0,-0.004017371,0.0,-0.0043016323,-0.0037820362,0.0,-0.0022608074,0.0,-0.003833972,-0.002403845,-0.0024088777,0.0,-0.003805663,-0.0024394796,0.0,0.0,0.0,-0.0045385174,0.0,-0.0036707604,-0.003902489,0.0,0.0,-0.0031521367,-0.0025954824,-0.0029762408,-0.0029977257,0.0,-0.0046335286,-0.0033306908,0.0,-0.0033869029,-0.002743284,0.0,0.0,0.0,0.0,-0.003954444,-0.0023159797,0.0,0.0,-0.0043958435,0.0,-0.004322779,0.0,0.0,-0.004567645,-0.004209787,-0.00336275,-0.0031331584,-0.0028445825,0.0,-0.0037064392,-0.00471489,-0.004240973,0.0,0.0,0.0,-0.004731128,0.0,0.0,0.0,0.0,0.0,0.0,-0.002945537,-0.0027221788,-0.0046112486,0.0,0.0,-0.0027513627,0.0,0.0,0.0,0.0,-0.002254793,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037542286,-0.00474678,0.0,-0.0030273069,-0.0027230685,-0.002236201,-0.0036074966,0.0,-0.0043727644,0.0,0.0,-0.003489095,-0.003090321,-0.0041481997,0.0,0.0,-0.0021492655,-0.002253008,-0.00272917,-0.00467831,0.0,-0.0026433272,0.0,0.0,0.0,0.0,-0.0024595852,0.0,-0.004254523,0.0,0.0,0.0,0.0,-0.0041359668,0.0,0.0,-0.003761738,0.0,-0.0039582243,0.0,-0.0021579987,0.0,-0.0047590644,-0.0038842447,-0.004509617,-0.0038733976,-0.004182859,-0.0037662217,-0.0041914936,-0.0039929063,-0.0022311143,-0.00348019,-0.0029566642,0.0,0.0,-0.0045725773,0.0,0.0,0.0,-0.004219545,0.0,-0.003945463,0.0,0.0,-0.0026458595,-0.002498329,0.0,-0.00336388,0.0,0.0,-0.0029741141,0.0,-0.004469739,0.0,-0.0023972436,-0.00282838,-0.0029215144,0.0,0.0,-0.0021435057,-0.0038638117,0.0,0.0,0.0,0.0,0.0,-0.004768014,-0.0028818042,-0.0041019563,0.0,0.0,0.0,-0.0043894653,0.0,0.0,-0.0025664244,-0.0033683132,-0.0024119557,-0.0024023303,-0.004677433,-0.004196031,-0.0038410726,-0.003362422,-0.0032046752,-0.0033561913,-0.0039052851,0.0,-0.0026999544,-0.0042224135,0.0,0.0,-0.0025416524,-0.0026496216,-0.0047347853,-0.0032757912,-0.0042932783,-0.0040448005,0.0,-0.002786406,0.0,0.0,0.0,-0.0024537626,0.0,0.0,-0.0030877078,-0.003168413,0.0,0.0,0.0,0.0,0.0,-0.003970434,0.0,0.0,-0.0033778145,-0.0044530067,0.0,-0.0021162746,-0.0025649834,-0.0026341192,-0.004412948,-0.002907404,-0.002512224,-0.0034507264,0.0,-0.003606137,0.0,-0.0031414623,0.0,0.0,-0.0032777584,0.0,0.0,-0.0026620182,0.0,-0.0027695857,0.0,-0.002932644,0.0,-0.002997283,-0.004206833,-0.0028904863,0.0,-0.0027111268,0.0,0.0,-0.002080527,0.0,0.0,-0.0021063434,0.0,-0.0045178575,-0.002754486,0.0,0.0,0.0,0.0,0.0,0.0,-0.004195293,0.0,-0.004683596,-0.0041483603,0.0,-0.0036346137,-0.0023379906,-0.0031564818,0.0,-0.0038668031,-0.0032181412,-0.0030517317,0.0,-0.0039077317,0.0,0.0,0.0,-0.004260423,-0.0036727053,-0.0040395726,-0.0037939202,0.0,-0.0044618426,0.0,-0.0036956018,0.0,0.0,0.0,-0.0028353487,0.0,0.0,-0.00373099,0.0,-0.0036201165,-0.004264483,-0.0025262896,0.0,-0.004382026,-0.0029148243,0.0,0.0,0.0,-0.004105192,-0.003335936,0.0,-0.0031969384,0.0,-0.0023336767,0.0,0.0,-0.0040839487,-0.004253783,0.0,-0.0035923873,0.0,-0.00411807,-0.00250277,-0.004352478,-0.0031828699,-0.004102889,0.0,-0.0044217417,-0.004222223,-0.004624736,-0.0040708305,-0.004271187,-0.0038207925,0.0,0.0,-0.0046354807,0.0,0.0,0.0,0.0,-0.00467186,0.0,-0.00461585,-0.004250749,0.0
Agra,-0.0022943977,1.0,-0.003184664,-0.0024533472,0.0,-0.0037063097,-0.0027527772,0.0,-0.0037825506,-0.0031545223,-0.0037677682,-0.0038216035,-0.0039337315,-0.00313892,-0.0028109474,-0.0029699646,-0.0038337354,-0.0031440612,-0.0036323883,0.0,0.0,-0.002876781,-0.0021427742,0.0,-0.0026416497,-0.0033939763,-0.0035439397,-0.0028229153,-0.0030441429,0.0,-0.0037326782,-0.003911281,-0.0034145475,0.0,-0.0027713706,-0.0023006734,0.0,-0.0028373995,-0.0032706668,-0.0033761282,-0.0033145917,-0.002151791,0.0,-0.003328491,-0.0033727847,-0.0035312285,-0.0035300532,0.0,-0.0036931694,-0.0023912042,-0.003422687,-0.003924959,0.0,-0.0030453207,-0.0021356235,-0.0031811758,-0.003909302,-0.0023625207,-0.0029276318,0.0,-0.0021296383,-0.002646342,-0.0037655025,-0.0030505722,-0.0030210316,-0.003635638,-0.0035723916,-0.0039056104,-0.00270659,-0.0032291242,0.0,0.0,-0.0038540664,-0.0037538034,-0.002955287,0.0,0.0,-0.002217927,0.0,-0.003718639,-0.0038283712,-0.0027350534,-0.0036377641,-0.0029201638,-0.002802713,0.0,-0.0038823562,-0.003799555,-0.0037539022,-0.0036840225,0.0,0.0,-0.0029299336,0.0,-0.0039292043,-0.0024576243,0.0,-0.0025042407,0.0,-0.0032909748,-0.0029050794,0.0,0.0,0.0,0.0,-0.0032194564,-0.0035528615,0.0,0.0,-0.0038392518,0.0,0.0,0.0,-0.002722841,0.0,0.0,-0.0031502233,-0.0024359266,0.0,-0.0035195283,-0.0037614317,0.0,-0.0021667,-0.003898654,-0.0021250003,-0.0029332198,-0.0031552922,0.0,-0.0023972716,-0.0021207412,-0.0031600792,0.0,0.0,0.0,0.0,0.0,-0.0029305427,0.0,0.0,0.0,0.0,0.0,-0.0028977846,0.0,-0.0037376182,0.0,-0.0033496488,-0.002566326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036932912,-0.003584774,-0.0038679207,-0.003876821,-0.0036170757,-0.0038986406,-0.0039335904,-0.0033338792,-0.0036689262,0.0,0.0,-0.0035623324,-0.0032360645,-0.0037959202,0.0,-0.0023349794,-0.0027191362,-0.0038636737,-0.002546389,-0.003870619,-0.0029213186,-0.002251189,0.0,0.0,0.0,-0.0032955701,-0.0026263387,-0.002828276,-0.0030463424,-0.002446925,-0.0034317067,0.0,-0.0038384818,-0.0035637054,0.0,-0.0036014856,-0.0038712788,-0.003033269,-0.003537969,-0.0039048695,0.0,0.0,-0.0023770868,-0.0024997145,-0.0039278655,-0.0038796316,0.0,0.0,0.0,0.0,-0.0031631258,-0.0030302478,0.0,0.0,-0.0037985004,-0.003424558,0.0,-0.0038920955,-0.003487165,-0.0028721234,-0.0025963702,-0.003421962,0.0,-0.0037191613,0.0,-0.0020472244,-0.0022789154,-0.0025826616,-0.0025249922,-0.0031050825,-0.0025719719,-0.003230634,-0.00390667,-0.003454993,-0.0034452525,-0.002374555,-0.0038701012,-0.0039419844,-0.003620993,0.0,0.0,-0.003262276,-0.002845633,-0.0039441483,-0.0021661255,0.0,0.0,0.0,-0.003871927,-0.0035575016,0.0,0.0,-0.003478732,-0.0034391498,-0.0038710434,0.0,-0.0037098958,0.0,-0.003662951,0.0,-0.0021271342,-0.0039347224,0.0,0.0,-0.0038087512,0.0,-0.0030755298,-0.0032136969,0.0,0.0,-0.0022610168,0.0,-0.0032168822,-0.0035671499,0.0,-0.0022836442,-0.0038354949,0.0,0.0,-0.0037098008,0.0,-0.0023730295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026816945,-0.0028723907,-0.0035870923,0.0,0.0,0.0,0.0,-0.003625,-0.003867985,-0.0034567367,0.0,-0.003943038,0.0,-0.0029489268,0.0,-0.0023398628,0.0,-0.0033493633,-0.002534115,0.0,0.0,-0.0036250474,-0.0024677722,0.0,0.0,0.0,0.0,-0.0034141815,-0.003924215,0.0,-0.0022275373,-0.002413604,0.0,-0.0030508384,-0.0024713506,0.0,-0.003876324,-0.003281078,-0.0033698273,-0.003633117,0.0,0.0,0.0,0.0,-0.0038776495,-0.002895313,-0.0034606534,0.0,-0.003920513,0.0,-0.0037779298,-0.002962797,0.0,0.0,-0.0038747883,-0.0030072674,-0.0039004497,0.0,0.0,-0.0037929663,-0.0036361788,-0.0038810102,0.0,-0.002256449,0.0,-0.003920642,-0.0025902558,-0.0021605443,0.0,0.0,0.0,-0.0037503382,-0.0027114043,-0.0037407156,-0.0024817213,0.0,0.0,0.0,-0.002349139,-0.0030269043,-0.0022246337,-0.0030541404,-0.002731475,-0.0028694023,-0.0024144803,0.0,-0.0035184594,-0.0038799099,0.0,-0.0021712822,0.0,0.0,0.0,0.0,0.0,-0.0023335335,0.0,0.0,-0.0026490404,-0.00358109,-0.0038531495,-0.0032221267,-0.0039189276,-0.0039282776,-0.0032021697,0.0,-0.0024219796,-0.002890624,0.0,-0.0021596642,-0.00328598,0.0,-0.003925865,-0.0025555186,0.0,0.0,0.0,-0.0036532592,-0.0036743297,0.0,0.0,-0.0034388003,0.0,0.0,-0.0036028954,-0.0035742384,0.0,-0.0027094265,0.0,0.0,0.0,-0.002073979,-0.0033180148,0.0,-0.0025991215,-0.0024907796,-0.0031306169,-0.0033408094,-0.00310619,-0.0025627855,-0.0036205747,-0.0035834177,0.0,0.0,-0.003686177,-0.002315497,-0.0023139007,0.0,-0.0033317409,0.0,0.0,-0.003679652,-0.0030985768,-0.0038767913,0.0,-0.0039191185,-0.0027539,-0.0038151487,-0.0039134407,-0.0033254016,-0.00320043,-0.0039302837,-0.002295753,0.0,-0.0039302665,0.0,0.0,-0.0024292744,-0.0037779433,-0.0022644054,0.0,-0.003926911,-0.0031156251,-0.003080115,-0.0021331848,0.0,-0.0031572517,-0.0036852474,-0.003156469,0.0,-0.00288598,0.0,-0.0029723165,-0.0039098784,-0.0036330167,-0.0033020468,-0.00239427,-0.0026171948,-0.0036237622,-0.003897524,-0.0035236645,-0.0031717,-0.003010323,-0.0038368418,-0.0023618026,0.0,-0.002947643,-0.0039050512,-0.00344171,-0.00388879,-0.002567045,-0.0034752374,0.0,0.0,-0.0027993536,-0.0039053229,0.0,-0.0028674908,-0.003932955,0.0,-0.0026020238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035444053,-0.002269379,-0.00322465,-0.0023136795,-0.002271884,-0.0029645055,-0.0031644988,-0.002725995,0.0,-0.002933076,-0.0038433995,0.0,-0.0038664567,0.0,0.0,-0.0028651643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033656019,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037147834,0.0,0.0,-0.0034583716,0.0,-0.0037299716,-0.0037353898,0.0,-0.0032796124,0.0,-0.003014285,-0.0038927202,-0.0034300622,0.0,0.0,-0.00234782,0.0,-0.0038620217,-0.0031346187,-0.0025453158,-0.0027950746,-0.0030098872,0.0,-0.003279371,0.0,0.0,0.0,0.0,0.0,-0.0026591525,-0.0026296743,0.0,-0.002263383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039393683,0.0,-0.0025230953,0.0
Ahmadabad,-0.0033234674,-0.0031846638,1.0,-0.0053561227,0.0,-0.004571534,-0.0042563234,0.0,-0.0030398893,-0.005526082,0.0,-0.0035957631,0.0,0.0,-0.0039994735,-0.007474581,0.0,-0.006295536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003594962,-0.0027654448,-0.004021645,0.0,-0.0040865284,0.0,-0.003082475,0.0,0.0,-0.0028727762,0.0,0.0,0.0,0.0,-0.00622194,-0.0025651318,0.0,0.0,-0.005312288,0.0,0.0,-0.004018418,0.0,0.0,0.0,-0.0058808955,-0.0032576052,0.0,-0.005238455,0.0,0.0,-0.0034347465,0.0,-0.0038381016,0.0,0.0,-0.003079593,-0.0034281064,-0.006359369,-0.0070191156,-0.004781072,-0.0030432155,-0.0035572506,0.0,-0.0039045862,-0.0038933796,-0.0035068188,0.0,-0.004552021,-0.0024730575,0.0,0.0,0.0,0.0,-0.0027250324,-0.0029936777,-0.004577547,-0.004358118,-0.004582071,0.0,0.0,-0.0031857623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031839502,0.0,0.0,0.0,-0.0029126625,-0.0034078427,0.0,0.0,0.0,0.0,-0.0024191104,-0.004899941,0.0,0.0,-0.004025292,0.0,0.0,0.0,-0.0063722604,0.0,0.0,-0.0030457014,0.0,0.0,-0.003177601,-0.003780811,0.0,0.0,0.0,0.0,0.0,-0.004407141,0.0,0.0,0.0,-0.005097963,0.0,-0.0039690235,0.0,0.0,0.0,-0.0055321543,0.0,0.0,0.0,0.0,0.0,-0.0026035411,-0.00762512,0.0,0.0,-0.00548314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028949664,-0.0028757514,-0.0032130296,-0.0033659155,-0.002666288,-0.003431683,0.0,-0.0024449392,-0.0029969362,-0.0038271549,0.0,0.0,-0.006114563,-0.004033688,0.0,-0.002876088,0.0,-0.0031392067,0.0,-0.0030193743,0.0,0.0,0.0,0.0,0.0,0.0,-0.002922521,0.0,0.0,0.0,-0.003883351,0.0,0.0,-0.0032802892,0.0,-0.002813735,-0.0038166263,-0.004147334,-0.002465629,0.0,0.0,-0.00368147,0.0,-0.004199177,-0.003485491,0.0,-0.0033241215,0.0,0.0,0.0,-0.004713144,-0.002936742,0.0,0.0,-0.0040566456,-0.0055322545,0.0,0.0,-0.0028672935,-0.0050633685,-0.004777016,-0.0058069164,0.0,0.0,-0.008204355,0.0,0.0,0.0,0.0,0.0,0.0,-0.0052541997,-0.0033814078,-0.00436162,-0.0030835643,0.0,-0.0038417305,-0.0032952116,-0.0051013706,0.0,-0.007786455,-0.0076297726,0.0,-0.0031677296,0.0,0.0,0.0,0.0,0.0,-0.002652263,0.0,0.0,-0.002666711,-0.002563411,0.0,0.0,-0.0036770834,0.0,0.0,0.0,-0.0031724996,-0.0030645481,0.0,0.0,0.0,0.0,-0.0027520137,0.0,0.0,0.0,0.0,0.0,-0.0060878335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046706297,0.0,0.0,-0.0036890758,0.0,0.0,0.0,-0.0042789755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030118916,0.0,0.0,0.0,0.0,0.0,-0.0033191724,0.0,-0.0041866647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032774734,-0.0036296241,-0.0061496436,-0.0028516378,-0.0028313666,0.0,0.0,0.0,0.0,0.0,-0.0027909772,-0.004738465,0.0,-0.003402103,0.0,-0.0032435798,0.0,0.0,-0.0035089217,-0.0029311087,0.0,-0.0032345776,0.0,0.0,-0.0026991072,-0.003349379,-0.003527184,-0.0062222104,0.0,0.0,-0.0029258716,0.0,0.0,0.0,0.0,0.0,-0.004556731,-0.0033477887,0.0,0.0,0.0,0.0,0.0,-0.0039126896,-0.0057139224,0.0,-0.005985037,-0.005797796,-0.006375032,0.0,0.0,-0.0047800113,-0.00319339,0.0,-0.0036039618,0.0,0.0,0.0,-0.004393482,0.0,0.0,0.0,0.0,0.0,-0.0051500066,-0.0032833891,-0.005737647,0.0,-0.0031342136,-0.0027774763,0.0,-0.004351048,0.0,0.0,0.0,-0.0064763753,0.0,-0.0030562605,0.0,0.0,0.0,0.0,0.0,0.0,-0.008281601,0.0,-0.003514616,0.0,0.0,0.0,0.0,-0.005464339,0.0,0.0,0.0,0.0,0.0,0.0,-0.003621998,-0.0037000861,0.0,-0.0036133162,-0.004165726,-0.0075668935,-0.0027123927,0.0,-0.0051872795,0.0,0.0,0.0,0.0,0.0,-0.0034296468,-0.004967852,-0.0052813557,0.0,0.0,0.0,-0.0034866973,0.0,-0.0033457358,0.0,0.0,0.0,-0.0058278353,-0.003314348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046756812,-0.0032051392,0.0,0.0,0.0,-0.0051318184,-0.0025569776,-0.003911485,-0.0040640347,0.0,-0.003083109,0.0,-0.0024271945,0.0,0.0,-0.004362304,0.0,0.0,-0.0037986788,0.0,-0.0035400135,0.0,0.0,-0.0040420764,0.0,-0.004668396,0.0,0.0,-0.0057114894,-0.0036183556,0.0,0.0,0.0,0.0,0.0,0.0,-0.004569443,0.0,-0.0032183714,0.0,0.0,0.0,0.0,0.0,-0.0042053587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006360657,-0.0068852557,0.0,0.0,-0.006014878,0.0,0.0,0.0,-0.0062665096,0.0,-0.006022701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031368094,0.0,0.0,0.0,0.0,0.0,0.0,-0.004258176,0.0,0.0,-0.005433056,0.0,0.0,0.0,0.0,-0.0047015063,0.0,-0.0025934584,0.0,-0.0024342868,0.0,0.0,0.0,-0.0039249826,0.0,-0.0059634396,0.0,-0.0063980212,0.0,0.0,-0.0036938577,0.0,0.0,0.0,0.0,-0.002921818,-0.0035452854,-0.0041672555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037360333,0.0,0.0,-0.003701702,0.0
